"id_chitatelya","inventarnyi_nomer"
"400826","09:0000572590"
"425415","09:0000572590"
"331563","09:0000572590"
"244527","06:0000864818"
"168213","05:0000683847"
"93059","04:0001025892"
"450275","09:0000351266"
"284775","05:0000912230"
"426693","13:0000002894"
"501183","09:0000343693"
"81740","04:0001005676"
"341324","09:0000572590"
"331566","09:0000572590"
"331134","09:0000572590"
"369480","09:0000509878"
"400826","09:0000572590"
"525525","09:0000544989"
"331563","09:0000572590"
"400806","09:0000572590"
"510664","09:0000572590"
"317733","05:0000020857"
"390255","09:0000793911"
"151931","Б07:00014881"
"341324","09:0000572590"
"348155","09:0000572590"
"331563","09:0000572590"
"331566","09:0000572590"
"331134","09:0000572590"
"400806","09:0000572590"
"425415","09:0000572590"
"510664","09:0000572590"
"526550","09:0000316486"
"359681","09:0000167971"
"341324","09:0000572590"
"348155","09:0000572590"
"331563","09:0000572590"
"331566","09:0000572590"
"331134","09:0000572590"
"400806","09:0000572590"
"425415","09:0000572590"
"526988","09:0000419390"
"417672","06:0000856234"
"382773","09:0000513089"
"285998","06:0000853674"
"285998","06:0000853681"
"403828","06:0000853818"
"479401","05:0000995949"
"434557","09:0000351266"
"362606","09:0000325501"
"362606","09:0000325602"
"347408","03:0000739479"
"555725","11:0000030980"
"86467","01:0001857008"
"251151","05:0000995949"
"251142","05:0000995949"
"546906","21:0000000017"
"535198","11:0000017411"
"332814","08:0001281723"
"424495","Б07:00029541"
"450327","09:0000495053"
"14262","03:0001841339"
"543382","Б09:00037283"
"56511","02:0001070391"
"267996","08:0000929019"
"521233","09:0000894855"
"557025","06:0000045783"
"389066","Б06:00044477"
"449714","09:0000295926"
"538758","09:0000323360"
"439165","09:0000706793"
"543202","21:0000003434"
"369628","Б07:00028593"
"425164","09:0000910380"
"549280","Б07:00029541"
"439187","09:0000372480"
"183907","02:0000152533"
"150007","05:0000175151"
"142483","02:0001142229"
"107330","03:0000094094"
"64733","02:0000253810"
"186511","02:0000230057"
"113852","01:0000367536"
"217941","03:0000597023"
"237469","04:0000194189"
"115227","08:0000037033"
"184278","08:0000080149"
"123865","08:0000217526"
"100870","04:0000699404"
"252332","02:0000336135"
"281407","06:0000118907"
"200305","Б05:00006220"
"183950","08:0000727127"
"134004","08:0000020339"
"295197","03:0000937343"
"212635","06:0000363751"
"212635","06:0000363751"
"172261","Б05:00006144"
"172261","Б05:00006191"
"237724","06:0000220959"
"59808","02:0000823133"
"360706","07:0000251252"
"354550","09:0000084156"
"228388","06:0000043500"
"402339","09:0000243551"
"20352","03:0000746605"
"232271","06:0000132148"
"81713","01:0000269105"
"403688","08:0000011151"
"371751","09:0000290082"
"398773","09:0000363732"
"359491","09:0000385623"
"333424","Б09:00012634"
"359491","09:0000386169"
"398287","09:0000357569"
"435682","09:0000294171"
"435702","09:0000367379"
"395585","09:0000368537"
"352863","09:0000326147"
"360433","09:0000329433"
"429244","09:0000304613"
"402846","07:0000543763"
"368095","06:0000108111"
"435577","09:0000298360"
"436310","09:0000389361"
"408874","09:0000389508"
"436414","Б06:00036841"
"436422","Б06:00036841"
"436427","Б06:00036841"
"436439","Б06:00036841"
"436462","Б06:00036841"
"436478","Б06:00036841"
"436479","Б06:00036841"
"347593","09:0000175194"
"436483","Б06:00036841"
"436494","Б06:00036841"
"436504","Б06:00036841"
"436617","09:0000298179"
"436505","Б06:00036841"
"436506","Б06:00036841"
"354100","Б09:00012634"
"436421","09:0000297786"
"258303","06:0000466344"
"436826","09:0000362591"
"402338","09:0000392107"
"353296","09:0000313754"
"198021","05:0000926457"
"422575","09:0000365591"
"284846","08:0000939438"
"384352","09:0000332671"
"246530","06:0000271360"
"426341","09:0000373887"
"324101","06:0000857486"
"223769","06:0000740055"
"442734","09:0000476006"
"72966","01:0001105581"
"315578","08:0000231806"
"388940","09:0000290082"
"199502","05:0000483622"
"374092","Б09:00012634"
"349631","Б09:00012634"
"426386","09:0000313374"
"424933","09:0000363217"
"425164","09:0000309932"
"446009","09:0000365591"
"287294","06:0000947639"
"465574","06:0000043500"
"413119","06:0000947782"
"402846","07:0000543763"
"448006","09:0000331824"
"448011","09:0000331824"
"448018","09:0000331824"
"450408","09:0000331824"
"450418","09:0000331824"
"355643","Б07:00015675"
"450484","09:0000330108"
"450413","09:0000330108"
"450429","09:0000330108"
"450449","09:0000330108"
"81527","01:0000686230"
"398625","09:0000357173"
"284913","Б05:00005147"
"441693","09:0000226048"
"424240","09:0000298104"
"360373","09:0000298179"
"441149","09:0000298078"
"443574","09:0000326940"
"35291","02:0001432444"
"367757","05:0000922367"
"477905","06:0000035950"
"395585","09:0000294542"
"371383","09:0000309590"
"374956","09:0000332479"
"359477","09:0000326758"
"436395","09:0000329815"
"66677","01:0001856870"
"472521","07:0000536951"
"205711","05:0000537749"
"394901","09:0000290082"
"211329","05:0000912338"
"333676","07:0000898523"
"478956","01:0000012464"
"90541","02:0000248644"
"523628","07:0000653555"
"190367","08:0000940964"
"387462","Б07:00014759"
"63332","02:0000667374"
"134818","10:0000326595"
"81088","04:0001025870"
"364903","09:0000033639"
"378425","09:0000570290"
"398780","06:0000836624"
"471155","09:0000794254"
"367962","07:0000179554"
"478956","01:0000012464"
"341129","Б07:00015723"
"452107","09:0000593434"
"507153","05:0001011944"
"445644","09:0000572442"
"376314","09:0000326940"
"447038","09:0000298985"
"526986","09:0000328681"
"526985","09:0000346503"
"272466","06:0000676989"
"276771","03:0000752224"
"276771","03:0000752224"
"288910","06:0000853842"
"288910","06:0000853848"
"204630","05:0001049725"
"409919","06:0000890449"
"492147","07:0000003415"
"556186","09:0000634903"
"177350","Б05:00009448"
"298340","10:0000243962"
"398287","09:0000373887"
"424495","Б07:00029542"
"287201","05:0000412271"
"352348","09:0000294542"
"425164","09:0000910210"
"549280","Б07:00029542"
"539367","09:0000297375"
"183591","04:0000147037"
"163366","02:0000427736"
"185905","02:0000273432"
"186515","08:0000230299"
"20363","03:0000831407"
"67492","01:0000017580"
"230480","06:0000241894"
"265808","05:0000685328"
"243722","06:0000241894"
"232648","06:0000330366"
"303108","06:0000157959"
"253153","06:0000017962"
"6313","03:0001360944"
"297498","01:0000350715"
"154539","05:0000061165"
"266652","06:0000257795"
"191119","05:0000455279"
"247950","06:0000062986"
"25103","09:0000032359"
"379713","09:0000121889"
"156752","Б05:00006402"
"136554","08:0000127578"
"393872","06:0000391594"
"286430","06:0000391594"
"20668","03:0001393435"
"379549","09:0000364263"
"375588","09:0000386708"
"34746","02:0000145911"
"409640","09:0000388195"
"270974","01:0000068194"
"382566","09:0000344977"
"244940","05:0000488968"
"341339","Б09:00013045"
"436547","09:0000350520"
"436468","09:0000386749"
"436589","09:0000296088"
"436833","09:0000352063"
"405680","09:0000130354"
"424105","09:0000390338"
"426806","09:0000390338"
"424101","09:0000390338"
"415628","Б09:00013045"
"365849","09:0000367672"
"437281","Б07:00015822"
"171789","05:0000923162"
"417934","09:0000439573"
"314067","07:0000562360"
"340014","09:0000414126"
"453677","09:0000525360"
"464673","07:0000678804"
"198700","05:0000284404"
"332957","Б09:00011719"
"424933","09:0000363281"
"449153","09:0000364611"
"359666","09:0000501068"
"143527","01:0001857705"
"378634","06:0000862143"
"408590","09:0000301685"
"453023","09:0000439432"
"449150","09:0000391861"
"465340","09:0000312566"
"387014","09:0000392767"
"341372","09:0000376751"
"465787","09:0000376537"
"355643","Б07:00015667"
"324678","Б07:00015977"
"431603","09:0000289683"
"391892","07:0000554368"
"214366","Б05:00011600"
"13930","09:0000337488"
"417781","08:0000929688"
"462193","09:0000341017"
"462198","09:0000340862"
"462198","09:0000400665"
"462225","09:0000298697"
"229807","06:0000214204"
"365955","09:0000472157"
"442588","09:0000321990"
"129021","08:0000128637"
"64818","02:0000083452"
"418450","05:0000924805"
"416505","09:0000332405"
"469036","09:0000364263"
"389521","07:0000216772"
"349618","09:0000352063"
"331378","06:0000922822"
"209554","05:0000156989"
"390473","06:0000150899"
"79660","04:0000361491"
"153108","08:0000929688"
"449846","06:0001089283"
"359477","09:0000315412"
"158737","04:0000147037"
"74315","03:0001842621"
"101828","01:0000055499"
"159727","05:0000470774"
"170568","05:0000926461"
"309992","07:0000228729"
"52330","02:0001440885"
"443576","09:0000570143"
"430106","Б07:00029529"
"483283","08:0000127578"
"226905","06:0000241894"
"400668","09:0000409717"
"343905","09:0000747257"
"222700","Б06:00038361"
"333224","Б07:00025773"
"124685","08:0000265062"
"424380","09:0000364900"
"402318","10:0000044747"
"248103","09:0000744172"
"284073","04:0001006662"
"75791","01:0001857527"
"71125","09:0000041112"
"387126","09:0000041112"
"526578","09:0000170101"
"291478","05:0000924728"
"285998","06:0000853799"
"382598","07:0000529384"
"383813","Б07:00029545"
"383813","Б07:00029547"
"358812","09:0000330249"
"37991","04:0001006222"
"331019","01:0001855681"
"518835","09:0000367262"
"356969","02:0001440879"
"556079","09:0000530067"
"478035","07:0000570899"
"284774","08:0001244078"
"420112","08:0000941109"
"128061","02:0000697929"
"453228","08:0000941109"
"238196","05:0001011954"
"412928","03:0001841819"
"134741","08:0000929688"
"90358","04:0001025082"
"272502","05:0000922121"
"352282","09:0000315412"
"556915","09:0000619677"
"544873","05:0000924880"
"544873","05:0000924880"
"20848","03:0001842621"
"449714","09:0000293991"
"557339","09:0000328497"
"557452","09:0000297596"
"175846","05:0000566120"
"122692","08:0001199842"
"152690","08:0000929688"
"1154","03:0000057728"
"2347","03:0000057728"
"1392","03:0000057728"
"942","03:0000082583"
"5177","03:0000159389"
"5177","03:0000159389"
"1791","03:0000137697"
"3571","03:0000356863"
"2459","03:0000006955"
"1791","03:0000137697"
"6439","03:0000082583"
"13994","03:0000082583"
"1342","03:0000192422"
"1154","03:0000057728"
"2347","03:0000057728"
"1392","03:0000057728"
"942","03:0000082583"
"5177","03:0000159389"
"5177","03:0000159389"
"1791","03:0000137697"
"3571","03:0000356863"
"2459","03:0000006955"
"1791","03:0000137697"
"6439","03:0000082583"
"13994","03:0000082583"
"1342","03:0000192422"
"105325","04:0000124261"
"105325","04:0000064288"
"51978","02:0000206350"
"184678","01:0000529159"
"163441","03:0001527672"
"57223","02:0000431145"
"50354","01:0000492306"
"116749","10:0000071894"
"172063","10:0000089438"
"76358","01:0000428541"
"247960","Б05:00019557"
"214775","05:0000537198"
"247878","06:0000075917"
"248133","06:0000020763"
"249579","06:0000075917"
"189712","Б05:00011445"
"302792","06:0000546803"
"48789","01:0000164367"
"186732","05:0000623879"
"227390","06:0000399322"
"304154","06:0000075917"
"142897","08:0000519895"
"343763","09:0000074769"
"313279","07:0000064431"
"320626","07:0000292869"
"307612","06:0000069933"
"166563","Б05:00008914"
"352059","09:0000074769"
"94816","01:0000946714"
"56212","01:0000939248"
"387362","09:0000067182"
"95977","02:0000279850"
"403257","07:0000012725"
"403467","11:0000025360"
"336966","07:0000064431"
"56042","09:0000083968"
"207700","05:0000304424"
"400288","06:0000816488"
"421326","06:0000868726"
"375204","09:0000380969"
"333939","Б09:00012381"
"333939","Б09:00011491"
"304621","11:0000022054"
"333424","Б09:00012636"
"365528","09:0000173861"
"215567","06:0000132794"
"360820","09:0000173861"
"292532","06:0000857238"
"435684","09:0000335128"
"435644","09:0000335128"
"435577","09:0000298284"
"424951","09:0000375071"
"417562","Б09:00012069"
"322086","Б06:00036639"
"322086","Б06:00036635"
"338542","Б09:00012650"
"436414","Б06:00036337"
"436419","Б06:00036337"
"436425","Б06:00036337"
"436427","Б06:00036337"
"436432","Б06:00036337"
"436439","Б06:00036337"
"436444","Б06:00036337"
"342181","Б09:00012355"
"436457","Б06:00036337"
"436470","Б06:00036337"
"436478","Б06:00036337"
"436479","Б06:00036337"
"436483","Б06:00036337"
"436488","Б06:00036337"
"436491","Б06:00036337"
"436496","Б06:00036337"
"436498","Б06:00036337"
"436500","Б06:00036337"
"336247","Б09:00012650"
"436503","Б06:00036337"
"436506","Б06:00036337"
"354100","Б09:00012636"
"354100","Б09:00012645"
"325793","Б06:00038265"
"436826","09:0000362606"
"382424","Б06:00040618"
"362188","09:0000314304"
"437319","09:0000335128"
"349542","09:0000299810"
"437271","09:0000335128"
"399171","11:0000095070"
"353467","09:0000440813"
"455553","09:0000447327"
"426341","09:0000359623"
"356471","11:0000022054"
"441033","09:0000326064"
"252523","Б05:00011540"
"457968","09:0000337354"
"464361","09:0000442778"
"355675","Б09:00012645"
"355675","Б09:00012645"
"355675","Б09:00012381"
"342181","Б09:00012650"
"374092","Б09:00012636"
"333281","Б09:00012355"
"349631","Б09:00012381"
"349631","Б09:00012645"
"349631","Б09:00011491"
"465136","09:0000524036"
"465135","09:0000506705"
"413769","09:0000375071"
"353490","09:0000353364"
"413788","09:0000364677"
"413788","09:0000363551"
"447444","09:0000363551"
"447444","09:0000364677"
"359666","09:0000098631"
"425164","09:0000310528"
"344085","07:0000072146"
"267","05:0000537198"
"418926","09:0000425854"
"497411","08:0000936453"
"326584","07:0000533432"
"219600","06:0000838921"
"357953","07:0000271963"
"371383","09:0000309522"
"416505","09:0000309618"
"359477","09:0000327832"
"443093","09:0000332226"
"443823","09:0000310528"
"441773","09:0000440813"
"498089","09:0000335128"
"476362","09:0000078181"
"54515","02:0001436610"
"372918","Б09:00012069"
"351836","07:0000523173"
"485115","Б07:00014883"
"485115","Б07:00014882"
"247765","Б06:00038262"
"478231","07:0000347184"
"390596","08:0001127772"
"65220","01:0001855465"
"399287","11:0000022054"
"289015","11:0000025360"
"288363","11:0000025360"
"336240","08:0001071156"
"315937","11:0000025360"
"263436","05:0000972958"
"389372","09:0000514166"
"266822","Б05:00008914"
"410573","09:0000295378"
"251291","05:0000010425"
"31968","03:0001841340"
"151931","Б07:00014882"
"341129","Б07:00015730"
"127469","09:0000173861"
"411049","09:0000348757"
"351530","09:0000514277"
"351530","09:0000305125"
"170655","05:0000998426"
"358820","10:0000326447"
"454370","09:0000363551"
"512684","09:0000288730"
"285998","06:0000853664"
"285998","06:0000853679"
"373567","09:0000572541"
"341623","09:0000324013"
"344396","09:0000324013"
"527052","09:0000335128"
"528120","06:0000897809"
"413919","Б09:00012069"
"517061","09:0000324325"
"555973","09:0000324013"
"555841","09:0000324013"
"555867","09:0000324013"
"357010","09:0000173861"
"484321","09:0000890851"
"518835","09:0000362606"
"555964","09:0000324013"
"555861","09:0000324013"
"555944","09:0000324013"
"555931","09:0000324013"
"555907","09:0000324013"
"240808","06:0000846413"
"555959","09:0000324013"
"555938","09:0000324013"
"555845","09:0000324013"
"496541","09:0000324013"
"496586","09:0000324013"
"496519","09:0000324013"
"496595","09:0000324013"
"452504","09:0000511465"
"496565","09:0000324013"
"452507","09:0000511465"
"496553","09:0000324013"
"398287","09:0000359623"
"295223","08:0001263578"
"556397","09:0000367540"
"556342","09:0000365920"
"219638","06:0000152959"
"336159","06:0000860604"
"342358","06:0000860604"
"342665","06:0000860604"
"315594","Б05:00011445"
"326921","04:0000051001"
"556948","07:0000105718"
"308406","05:0000972958"
"557031","09:0000324013"
"556971","09:0000324013"
"557062","09:0000324013"
"557021","09:0000324013"
"557005","09:0000324013"
"357059","09:0000173861"
"557060","09:0000324013"
"557048","09:0000324013"
"557016","09:0000324013"
"496586","09:0000324013"
"496576","09:0000324013"
"235572","05:0000056974"
"542095","21:0000000154"
"53378","02:0000388480"
"553324","08:0001236523"
"373481","09:0000323437"
"257581","05:0000924736"
"200573","01:0000701065"
"369628","Б07:00028591"
"461468","09:0000464134"
"557437","09:0000297821"
"501151","09:0000297394"
"456593","09:0000890851"
"532716","08:0000936413"
"388","03:0000022654"
"3199","03:0000159404"
"9367","03:0000022654"
"17224","03:0000475846"
"326","03:0000147081"
"388","03:0000022654"
"3199","03:0000159404"
"9367","03:0000022654"
"17224","03:0000475846"
"326","03:0000147081"
"16988","03:0000708718"
"94069","04:0000226947"
"184463","04:0000467750"
"163408","08:0000184629"
"55392","02:0000503044"
"51664","02:0000323061"
"163978","04:0000183132"
"121967","08:0000130795"
"247491","06:0000064655"
"249229","06:0000081359"
"163265","05:0000440320"
"115437","08:0000427951"
"252270","06:0000275869"
"87944","04:0000058320"
"273512","06:0000048809"
"189712","Б05:00011137"
"325404","04:0000469382"
"324694","07:0000184545"
"320731","08:0000136011"
"344222","09:0000095476"
"373012","09:0000095476"
"354346","09:0000095476"
"354383","09:0000095476"
"327801","07:0000062203"
"385575","09:0000226406"
"383134","09:0000095476"
"392628","09:0000095476"
"392630","09:0000095476"
"367294","07:0000132766"
"297210","06:0000048809"
"435461","06:0000164747"
"435493","07:0000562460"
"419120","09:0000383888"
"371810","09:0000325860"
"399079","09:0000340777"
"423010","09:0000357816"
"17214","03:0001842244"
"50881","01:0000278677"
"392487","09:0000386627"
"435992","06:0000881266"
"398625","09:0000361309"
"386023","07:0000184252"
"286834","05:0000929545"
"435577","09:0000298121"
"421643","09:0000298121"
"319747","07:0000062203"
"359388","09:0000346209"
"417562","Б09:00012070"
"436414","Б06:00036840"
"436419","Б06:00036840"
"270567","06:0000856361"
"436422","Б06:00036840"
"436427","Б06:00036840"
"376545","09:0000386932"
"436439","Б06:00036840"
"436462","Б06:00036840"
"436488","Б06:00036840"
"436494","Б06:00036840"
"436500","Б06:00036840"
"354100","Б09:00012646"
"375566","07:0000133620"
"350617","09:0000393823"
"365849","09:0000321921"
"437281","Б07:00015824"
"437294","Б07:00015819"
"437271","09:0000335113"
"107306","08:0000938987"
"367090","09:0000299310"
"381420","06:0000164747"
"12638","03:0000263528"
"464544","07:0000562460"
"436906","09:0000095476"
"331469","07:0000281359"
"348487","09:0000338326"
"174264","05:0000923133"
"355675","Б09:00012646"
"349631","Б09:00012646"
"418144","09:0000363817"
"176747","05:0000922095"
"448305","09:0000366720"
"361732","09:0000367319"
"383456","09:0000304139"
"225693","05:0000038982"
"91620","04:0000850887"
"449839","Б07:00014887"
"360484","Б07:00016479"
"353741","09:0000570144"
"456765","09:0000297573"
"497696","07:0000562460"
"472433","08:0001138589"
"354967","Б07:00016844"
"447010","09:0000340041"
"390440","06:0000150993"
"290699","07:0000594716"
"498202","06:0000858407"
"498350","08:0000441990"
"485115","Б07:00014887"
"62685","02:0000068916"
"170719","05:0000101689"
"15615","06:0001026653"
"477818","04:0000024633"
"221109","06:0000871465"
"434439","06:0000856361"
"524984","18:0000004199"
"356413","07:0000134431"
"349555","09:0000601977"
"525174","02:0000201798"
"477683","05:0001011952"
"525264","09:0000583724"
"454297","Б09:00012483"
"289554","01:0000032379"
"492509","18:0000018618"
"505553","18:0000018618"
"333160","07:0000996540"
"333224","Б07:00025769"
"337458","07:0000179111"
"480703","Б06:00053921"
"50445","01:0000081998"
"526694","09:0000321316"
"268659","02:0001436607"
"519754","09:0000315496"
"516047","09:0000329214"
"384977","09:0000616088"
"384977","09:0000617169"
"246763","06:0000853644"
"288910","06:0000853855"
"252411","06:0000862754"
"252411","06:0000862773"
"252411","06:0000862833"
"278326","06:0000863389"
"278326","06:0000863347"
"194694","05:0000972566"
"527052","09:0000335113"
"383813","Б07:00029550"
"197091","05:0000922095"
"413919","Б09:00012070"
"555935","09:0000867460"
"555936","Б09:00012483"
"555913","Б09:00012483"
"556160","01:0001855689"
"532368","09:0000343238"
"556143","09:0000867460"
"337782","07:0000543681"
"555879","Б09:00012483"
"555878","09:0000595344"
"555875","09:0000595344"
"555952","Б09:00012483"
"496576","Б09:00012483"
"496595","Б09:00012483"
"496565","Б09:00012483"
"66394","01:0001857625"
"556184","09:0000867460"
"346307","06:0001132394"
"346307","06:0001132394"
"346307","06:0001132394"
"346307","06:0001132394"
"346307","06:0001132394"
"335319","06:0000860575"
"335380","06:0000860575"
"322861","06:0000868154"
"336129","06:0000860575"
"529792","06:0000860575"
"530911","06:0000860575"
"336167","06:0000860575"
"342150","06:0000860575"
"304243","07:0000541570"
"336158","06:0000860575"
"342452","06:0000860575"
"342702","06:0000860575"
"529802","06:0000860575"
"529813","06:0000860575"
"146674","04:0000850887"
"530886","06:0000860575"
"526289","06:0000860575"
"526312","06:0000860575"
"527879","06:0000860575"
"268191","06:0000042945"
"347806","09:0000305841"
"333196","Б07:00025769"
"408774","Б05:00008489"
"359408","09:0000289656"
"557040","Б09:00012483"
"557021","Б09:00012483"
"556997","Б09:00012483"
"557070","Б09:00012483"
"374189","09:0000052597"
"496560","Б09:00012483"
"496519","Б09:00012483"
"269678","06:0001085174"
"549158","09:0000290295"
"471966","09:0000617169"
"539367","09:0000297805"
"461550","09:0000661301"
"529620","08:0000788489"
"471181","19:0000026956"
"557564","05:0001125190"
"1980","03:0000120681"
"1980","03:0000120681"
"57084","02:0000093470"
"185105","08:0000234246"
"179760","01:0000093354"
"150718","08:0000189517"
"122489","08:0000161595"
"156611","05:0000050989"
"47761","02:0000148721"
"191930","05:0000250706"
"83848","02:0000137346"
"187024","05:0000051616"
"27672","03:0001554248"
"182114","05:0000068702"
"223856","06:0000065087"
"148998","08:0000446692"
"302022","05:0000754489"
"32837","02:0000195494"
"200305","Б05:00006251"
"72166","01:0000093354"
"244192","05:0000164779"
"216537","08:0000632854"
"232648","06:0000328908"
"242652","08:0000065051"
"277922","10:0000070352"
"71294","01:0001643920"
"124643","08:0000670656"
"112798","04:0000648098"
"359389","06:0000717704"
"360350","07:0000222321"
"105231","03:0000207837"
"241642","06:0000136431"
"237817","06:0000284278"
"214692","05:0000852146"
"231270","06:0000328908"
"107030","02:0000195494"
"312796","06:0000043577"
"133609","08:0000632854"
"270593","02:0000095387"
"398961","07:0000229428"
"186274","04:0000149688"
"383134","09:0000292057"
"393758","09:0000324872"
"346527","09:0000356989"
"332549","Б09:00012357"
"332549","Б09:00012363"
"303962","01:0001304549"
"352863","09:0000326111"
"356869","06:0000005821"
"28115","10:0000326466"
"409524","09:0000388481"
"146562","05:0000924748"
"436442","07:0000049745"
"415459","09:0000323809"
"436380","09:0000303593"
"338542","Б09:00012651"
"436384","09:0000303593"
"436414","Б06:00037600"
"336604","Б09:00012363"
"336604","Б09:00012357"
"436427","Б06:00037600"
"432352","06:0000882680"
"436447","Б06:00037600"
"342181","Б09:00011489"
"428027","06:0000882680"
"436494","Б06:00037600"
"436496","Б06:00037600"
"404249","06:0000882680"
"436500","Б06:00037600"
"336247","Б09:00012651"
"436504","Б06:00037600"
"436505","Б06:00037600"
"173208","Б09:00012308"
"358685","Б09:00012357"
"358685","Б09:00012363"
"342563","Б09:00013720"
"427053","09:0000335781"
"382436","09:0000335781"
"428256","09:0000326100"
"241012","05:0000922767"
"444423","09:0000371919"
"441623","09:0000358670"
"441033","09:0000329044"
"441033","09:0000330902"
"332957","Б09:00012308"
"465079","09:0000305459"
"342181","Б09:00012651"
"374092","Б09:00012363"
"374092","Б09:00012357"
"333281","Б09:00011489"
"425164","09:0000310514"
"208423","05:0000922182"
"378634","06:0000862172"
"231382","08:0000013018"
"465706","09:0000345651"
"432163","06:0000850865"
"352282","09:0000325470"
"352282","09:0000325567"
"339848","07:0000566987"
"355643","Б07:00015674"
"343157","09:0000292057"
"462225","09:0000298677"
"360373","09:0000298129"
"462206","09:0000342581"
"17625","03:0001843263"
"72621","01:0001855447"
"335779","06:0000636568"
"476951","09:0000411956"
"168387","05:0000925286"
"496937","19:0000000889"
"359879","09:0000570229"
"439554","07:0000893871"
"343461","07:0000076268"
"470172","09:0000419276"
"418927","09:0000419276"
"371912","09:0000673368"
"447010","09:0000309627"
"359477","09:0000327910"
"497913","09:0000345651"
"130807","08:0000446692"
"498071","09:0000308860"
"494079","08:0000940951"
"498179","09:0000584908"
"54877","Б02:00006571"
"5206","09:0000329880"
"354042","09:0000674704"
"478448","07:0000892948"
"86255","01:0001855323"
"452947","07:0000859428"
"474824","07:0000493216"
"472068","09:0000298677"
"215563","06:0000291129"
"359477","09:0000316010"
"525264","09:0000390631"
"221889","06:0001046099"
"429163","09:0000590862"
"429165","09:0000590862"
"227940","05:0000972564"
"109310","04:0001036979"
"169346","05:0001034003"
"43230","02:0000281412"
"355781","09:0000321855"
"424380","09:0000364809"
"495987","09:0000349633"
"170548","04:0000990842"
"341129","Б07:00015854"
"290051","05:0000092544"
"452107","09:0000593011"
"519333","09:0000300338"
"526577","09:0000411383"
"526570","09:0000411383"
"526564","09:0000411383"
"526578","09:0000170113"
"55255","02:0000137346"
"352562","09:0000330902"
"410235","04:0001003003"
"526802","09:0000350140"
"103776","04:0001003003"
"364618","09:0000293777"
"359681","09:0000167956"
"526989","09:0000479254"
"467462","Б07:00015739"
"246763","06:0000870419"
"403828","06:0000853831"
"288910","06:0000862684"
"288910","06:0000853838"
"278326","06:0000862881"
"278326","06:0000863361"
"527201","09:0000411383"
"417790","08:0001186273"
"527171","09:0000411383"
"334774","05:0000922766"
"362606","09:0000325470"
"362606","09:0000325567"
"511067","09:0000326100"
"73937","04:0001010132"
"210562","05:0000164779"
"532208","06:0000877488"
"484321","09:0000890829"
"271759","05:0001034003"
"424495","Б07:00029543"
"449120","09:0000358670"
"532660","09:0000815794"
"548980","09:0000205849"
"359491","09:0000289490"
"133802","02:0000429356"
"301383","06:0000890437"
"556389","09:0000889463"
"556381","09:0000889463"
"471169","09:0000488297"
"39762","01:0001963898"
"486915","Б09:00037280"
"229137","06:0000136431"
"511067","09:0000326100"
"352282","09:0000316010"
"371810","09:0000325025"
"328834","07:0000812404"
"147239","05:0000754489"
"538605","09:0000398794"
"423757","06:0000386457"
"549280","Б07:00029543"
"4696","03:0001842676"
"557431","09:0000889463"
"557419","09:0000889463"
"557414","09:0000889463"
"549168","09:0000889463"
